id	nodes	label
11	<http://reliant.teknowledge.com/DAML/Economy.owl#Soybean>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Bean>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Bean>, <http://reliant.teknowledge.com/DAML/Economy.owl#Soybean>]}
12	<http://reliant.teknowledge.com/DAML/Economy.owl#YamTuber>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Watermelon>], head=[?]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#EdibleTuber>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Watermelon>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Watermelon>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>, <http://reliant.teknowledge.com/DAML/Economy.owl#Plantain>, <http://reliant.teknowledge.com/DAML/Economy.owl#Peanut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Melon>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#DateFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cabbage>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cassava>, <http://reliant.teknowledge.com/DAML/Economy.owl#Groundnut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cucumber>, <http://reliant.teknowledge.com/DAML/Economy.owl#CitrusFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#YamTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Grape>, <http://reliant.teknowledge.com/DAML/Economy.owl#Berry>, <http://reliant.teknowledge.com/DAML/Economy.owl#Olive>, <http://reliant.teknowledge.com/DAML/Economy.owl#Tomato>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaw>, <http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Mango>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaya>, <http://reliant.teknowledge.com/DAML/Economy.owl#GreenPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pineapple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cauliflower>, <http://reliant.teknowledge.com/DAML/Economy.owl#Carrot>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>, <http://reliant.teknowledge.com/DAML/Economy.owl#Eggplant>, <http://reliant.teknowledge.com/DAML/Economy.owl#PassionFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Apple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turnip>, <http://reliant.teknowledge.com/DAML/Economy.owl#PotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#EdibleNut>, <http://reliant.teknowledge.com/DAML/Economy.owl#LeafyGreenVegetable>, <http://reliant.teknowledge.com/DAML/Economy.owl#Corn>, <http://reliant.teknowledge.com/DAML/Economy.owl#Coconut>, <http://reliant.teknowledge.com/DAML/Economy.owl#SugarCane>, <http://reliant.teknowledge.com/DAML/Economy.owl#Squash>, <http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Banana>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Watermelon>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#EdibleTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#YamTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#PotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Groundnut>]}
13	<http://reliant.teknowledge.com/DAML/Economy.owl#Electricity>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Substance>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Substance>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sugar>, <http://reliant.teknowledge.com/DAML/Economy.owl#GumArabic>, <http://reliant.teknowledge.com/DAML/Economy.owl#Electricity>]}
14	<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Cement>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#CompoundSubstance>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#ManufacturedProduct>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#CompoundSubstance>, <http://reliant.teknowledge.com/DAML/Economy.owl#PetroleumProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ChemicalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#PhosphoricAcid>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Detergent>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Cement>, <http://reliant.teknowledge.com/DAML/Economy.owl#Alumina>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#ManufacturedProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ChemicalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#DurableGood>, <http://reliant.teknowledge.com/DAML/Economy.owl#PharmaceuticalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#IndustrialSupply>, <http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Concrete>, <http://reliant.teknowledge.com/DAML/Economy.owl#LeadProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ConsumerGood>, <http://reliant.teknowledge.com/DAML/Economy.owl#ZincProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#MetalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#TextileProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#Plastic>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Cement>]}
15	<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Steel>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#MetalProduct>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#MetalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ZincProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#AluminumMetal>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Steel>, <http://reliant.teknowledge.com/DAML/Economy.owl#LeadMetal>, <http://reliant.teknowledge.com/DAML/Economy.owl#IronMetal>]}
16	<http://reliant.teknowledge.com/DAML/Economy.owl#SugarBeet>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Vegetable>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Vegetable>, <http://reliant.teknowledge.com/DAML/Economy.owl#GreenPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cauliflower>, <http://reliant.teknowledge.com/DAML/Economy.owl#Eggplant>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cabbage>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#CerealGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cucumber>, <http://reliant.teknowledge.com/DAML/Economy.owl#LeafyGreenVegetable>, <http://reliant.teknowledge.com/DAML/Economy.owl#Corn>, <http://reliant.teknowledge.com/DAML/Economy.owl#Ginger>, <http://reliant.teknowledge.com/DAML/Economy.owl#SugarCane>, <http://reliant.teknowledge.com/DAML/Economy.owl#Squash>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#SugarBeet>, <http://reliant.teknowledge.com/DAML/Economy.owl#Legume>]}
17	<http://reliant.teknowledge.com/DAML/Economy.owl#ForestProduct>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#WoodProduct>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Product>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Geography.owl#Timber>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#WoodProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#BalsaWood>, <http://reliant.teknowledge.com/DAML/Economy.owl#Hardwood>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#WoodProduct>, <http://reliant.teknowledge.com/DAML/Geography.owl#Timber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#WoodProduct>, <http://reliant.teknowledge.com/DAML/Geography.owl#Timber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Product>, <http://reliant.teknowledge.com/DAML/Economy.owl#FoodProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ForestProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#PackagedBeverageProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#AgriculturalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#PackagedFoodProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#MiningProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#CapitalGood>, <http://reliant.teknowledge.com/DAML/Economy.owl#HandicraftProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ManufacturedProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#BeverageProduct>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#WoodProduct>, <http://reliant.teknowledge.com/DAML/Geography.owl#Timber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Geography.owl#Timber>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#WoodProduct>, <http://reliant.teknowledge.com/DAML/Geography.owl#Timber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>]}
18	<http://reliant.teknowledge.com/DAML/Economy.owl#MachineTool>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>], head=[?]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>], head=[?]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Lumber>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>], head=[?]}
19	<http://reliant.teknowledge.com/DAML/Economy.owl#PackagedBeverageProduct>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Product>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Product>, <http://reliant.teknowledge.com/DAML/Economy.owl#FoodProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ForestProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#PackagedBeverageProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#AgriculturalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#PackagedFoodProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#MiningProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#CapitalGood>, <http://reliant.teknowledge.com/DAML/Economy.owl#HandicraftProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#ManufacturedProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#BeverageProduct>]}
20	<http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Deer>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#AnimalAgriculturalProduct>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>, <http://reliant.teknowledge.com/DAML/Economy.owl#Camel>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turtle>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Poultry>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#AnimalAgriculturalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pelt>, <http://reliant.teknowledge.com/DAML/Economy.owl#WoolFiber>, <http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Meat>, <http://reliant.teknowledge.com/DAML/Economy.owl#FoodEgg>, <http://reliant.teknowledge.com/DAML/Economy.owl#OrnamentalFish>, <http://reliant.teknowledge.com/DAML/Economy.owl#DairyProduct>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Honey>, <http://reliant.teknowledge.com/DAML/Economy.owl#FishProduct>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Deer>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Economy.owl#GuernseyCattle>, <http://reliant.teknowledge.com/DAML/Economy.owl#SenepolCattle>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]}
